POLARITY		CONCEPT
positive		touchstone_fare
negative		touchstone_image_format
positive		touchwood
negative		touchwood_metal
negative		touchwood_outfit
negative		touchy
negative		touchy_clam
positive		touchy_currency
negative		touchy_disk_storage
negative		touchy_emotion
negative		touchy_feely
negative		touchy_grounder
positive		touchy_hat
negative		touchy_lace
positive		touchy_metal
positive		touchy_population
negative		touchy_receptor
positive		touchy_scrabble
positive		touchy_wood
negative		tough
positive		tough_advocate
positive		tough_aftershock
negative		tough_agitation
positive		tough_breath
positive		tough_chance
negative		tough_clam
positive		tough_competitor
positive		tough_connective_tissue
negative		tough_cookie
positive		tough_cryptography
positive		tough_currency
positive		tough_desire
negative		tough_deterrent
negative		tough_disapproval
negative		tough_disk_storage
negative		tough_emotion
negative		tough_eruption
negative		tough_extremism
positive		tough_food
positive		tough_fortune
negative		tough_grounder
negative		tough_hair
negative		tough_haircut
positive		tough_hat
positive		tough_hazard
negative		tough_luck
positive		tough_metal
negative		tough_mouth
negative		tough_nut
negative		tough_odor
negative		tough_outburst
negative		tough_outfit
negative		tough_phlegm
negative		tough_pornography
positive		tough_portio
negative		tough_rage
negative		tough_reaction
negative		tough_repression
negative		tough_resistant
negative		tough_retribution
negative		tough_scoop
positive		tough_scrabble
negative		tough_soil
positive		tough_stain
negative		tough_stance
negative		tough_unrest
negative		tough_ventral_notch
positive		tough_wood
negative		tough_wooden
positive		tough_word
positive		toughness
negative		touko
positive		toun
negative		toungoo_dynasty
positive		tour_de_force
positive		tourer
negative		tourer_trail
positive		tourer_visa
negative		tourette
negative		tourette_disease
negative		tourette_syndrome
positive		touring_bike
negative		touring_internationally
negative		tourism
negative		tourism_industry
negative		tourist
negative		tourist_chase
negative		tourist_go_after
positive		tourist_guide
negative		tourist_industry
negative		tourist_lead
negative		tourist_resort
negative		tourist_shack
negative		tourist_tag
negative		tourist_trade
negative		tourist_trail
positive		tourist_trap
positive		tourist_visa
negative		touristic
positive		touristy_acclaim
positive		touristy_activity
negative		touristy_revolt
negative		tourmaline
negative		tournai
positive		tournament
negative		tournament_berth
negative		tournedos_rossini
negative		tourniquet
negative		tousle
negative		tousled_hair
negative		tout
positive		tout_exploration
positive		tout_motion
negative		touter
positive		tow
positive		tow_rope
positive		tow_truck
positive		towage
positive		towarde
positive		towards_dorsum
positive		towboat
positive		tower
positive		tower_atop
positive		tower_density
positive		tower_header
positive		tower_style
positive		towering_statue
positive		towline
positive		town_fiesta
positive		townhome
positive		townhouse
positive		township
positive		townsperson
negative		toxic
positive		toxic_activity_drug
positive		toxic_additive
positive		toxic_amateur_drug
negative		toxic_bacterium
negative		toxic_chemical
negative		toxic_civil_wrong
negative		toxic_compound
negative		toxic_contaminant
negative		toxic_contamination
negative		toxic_content
negative		toxic_disease
negative		toxic_dissipation_disposal
negative		toxic_dump
negative		toxic_dust
negative		toxic_emaciate_disposal
negative		toxic_emotion
negative		toxic_gist
negative		toxic_godforsaken_disposal
negative		toxic_goo
negative		toxic_guck
negative		toxic_gunk
negative		toxic_heart
negative		toxic_heart_and_soul
negative		toxic_heavy_metal
negative		toxic_industrial_waste
negative		toxic_inhospitable_disposal
negative		toxic_kernel
negative		toxic_languish_disposal
negative		toxic_legacy
negative		toxic_liquidate_disposal
negative		toxic_macerate_disposal
negative		toxic_marrow
negative		toxic_meat
negative		toxic_megacolon
negative		toxic_mercury
negative		toxic_metal
negative		toxic_microorganism
negative		toxic_mold
negative		toxic_muck
negative		toxic_mushroom
negative		toxic_nerve_agent
negative		toxic_neutralize_disposal
negative		toxic_nitty_gritt
negative		toxic_nub
negative		toxic_ooz
negative		toxic_pbt
negative		toxic_permissive_waste_disposal
negative		toxic_pith
positive		toxic_pollutant
negative		toxic_ravage_disposal
negative		toxic_rot_disposal
negative		toxic_runoff
negative		toxic_scourg_disposal
negative		toxic_slime
negative		toxic_sludge
negative		toxic_smoke
negative		toxic_squander_disposal
positive		toxic_stimuli
negative		toxic_substance
negative		toxic_sum
negative		toxic_swine_flu
negative		toxic_tort
negative		toxic_trap
positive		toxic_unpaid_drug
negative		toxic_venom
negative		toxic_ware_disposal
negative		toxic_waste
negative		toxic_waste_administration
negative		toxic_waste_disposal
negative		toxic_waste_disposition
negative		toxic_waste_dump
negative		toxic_waste_electric_pig
negative		toxic_waste_garbage_disposal
negative		toxic_wasteland_disposal
negative		toxic_wild_disposal
negative		toxicant
negative		toxicant_contaminant
negative		toxicant_gas_attack
negative		toxicant_mushroom
negative		toxicant_parsley
negative		toxicant_sludge
positive		toxicant_substance
negative		toxicant_tort
negative		toxicant_waste_disposal
negative		toxicity
positive		toxicologic
positive		toxicological
positive		toxicologist
positive		toxicology
negative		toxicology_drunk
negative		toxicology_drunkard
negative		toxicology_inebriate
positive		toxicology_laboratory
negative		toxicology_rummy
negative		toxicology_sot
negative		toxicology_wino
negative		toxigenic
positive		toxin
negative		toxin_exposure
positive		toxin_production
negative		toxoplasma_gondii
positive		toxygene
positive		toy_architect
positive		toy_couturier
negative		toy_dachshund
positive		toy_decorator
positive		toy_designer
negative		toy_doll
negative		toy_excitatory
positive		toy_fashion_designer
positive		toy_interior_decorator
positive		toy_interior_designer
positive		toy_intriguer
positive		toy_piano
positive		toy_poodle
negative		toy_robot
positive		toy_schnauzer
negative		toy_soldier
positive		toy_truck
positive		toy_with
positive		toy_with_designer
negative		toy_with_soldier
positive		toymaker
positive		toyota_coaster
negative		toyota_electronic_throttle
positive		toyota_hybrid_synergy
positive		toyota_tundra
negative		toyota_venza
positive		trabajar
positive		trabeculae
positive		trabecular
negative		trabecular_bone
positive		trabecular_meshwork
negative		trace_contaminant
positive		traceable
negative		traceback
positive		tracee_hamilton
negative		tracer_ammo
negative		tracer_ammunition
negative		traceroute
positive		tracery
positive		trachea
positive		tracheae
positive		tracheoesophageal_fistula
positive		tracheomalacia
positive		tracie_bennett
positive		tracing
negative		track_record
negative		tracking
positive		tracking_cookie
negative		tracking_device
negative		tracking_gimmick
negative		tracking_poll
negative		tracking_twist
positive		trackless
positive		trackless_trolley
positive		tracksuit
positive		tracksuit_acme
positive		tracksuit_apical
positive		tracksuit_best
positive		tracksuit_big_top
positive		tracksuit_cover
positive		tracksuit_crest
positive		tracksuit_crown
positive		tracksuit_elevation
positive		tracksuit_exceed
positive		tracksuit_height
positive		tracksuit_high
positive		tracksuit_lead
positive		tracksuit_meridian
positive		tracksuit_overstep
positive		tracksuit_peak
positive		tracksuit_pinch
positive		tracksuit_pinnacle
positive		tracksuit_spinning_top
positive		tracksuit_summit
positive		tracksuit_superlative
positive		tracksuit_teetotum
positive		tracksuit_tip
positive		tracksuit_tipto
positive		tracksuit_top
positive		tracksuit_topmost
positive		tracksuit_upmost
positive		tracksuit_upper
positive		tracksuit_uppermost
positive		tracksuit_upside
positive		tracksuit_whirligig
positive		tractability
positive		tractable
positive		tractable_population
negative		tractable_size
negative		tractile
positive		traction_causative
positive		traction_centrifugal
positive		traction_drive
positive		traction_efferent
positive		traction_motive
positive		traction_motor
positive		traction_motorial
positive		tractive_force
positive		tractor
negative		tractor_beam
positive		tractor_social_unit
positive		tractor_unit
negative		tradability
positive		tradable
positive		trade
positive		trade_barrier
positive		trade_breaking_wind
positive		trade_brotherhood
positive		trade_confidential_information
positive		trade_conglutination
positive		trade_conjugation
positive		trade_display
positive		trade_economy
negative		trade_embargo
positive		trade_fart
positive		trade_federal
positive		trade_good
negative		trade_good_boom
positive		trade_good_cheer
positive		trade_good_deed
positive		trade_good_habit
positive		trade_good_honours_degree
positive		trade_good_humor
negative		trade_good_humoredly
positive		trade_good_intention
positive		trade_good_kisser
negative		trade_good_luck_chuck
positive		trade_good_manner
negative		trade_good_plastic
positive		trade_good_quality_food
negative		trade_harshly
positive		trade_hint
positive		trade_hoist
negative		trade_imbalance
positive		trade_jazz
positive		trade_join
positive		trade_jointure
positive		trade_lead
positive		trade_lift
positive		trade_marriage
positive		trade_matrimony
positive		trade_meander
positive		trade_off
negative		trade_organization_jetro
positive		trade_policy
negative		trade_relations_pntr
positive		trade_roadblock
positive		trade_scent
positive		trade_sexual_unio
positive		trade_spousal_relationship
positive		trade_steer
negative		trade_stoppage
positive		trade_sum
positive		trade_thread
positive		trade_tip
positive		trade_trade_protect
positive		trade_trade_union
positive		trade_trades_union
positive		trade_tribute
positive		trade_twine
positive		trade_twist
positive		trade_unification
positive		trade_union
positive		trade_union_organizer
negative		trade_union_tactic
positive		trade_wander
positive		trade_weave
positive		trade_wedlock
positive		trade_weighted_index
positive		trade_wind
positive		trade_wind_barrier
positive		trade_wind_instrument
positive		trade_wind_policy
positive		trade_wind_protect
positive		trade_wind_union
positive		trade_wrap
positive		trade_wreathe
positive		tradeable
positive		tradecraft
positive		tradeoff
positive		tradeoffs_among
negative		trader
negative		trader_vic
positive		trades_union
positive		trades_union_organizer
negative		trades_union_tactic
negative		tradeshow
positive		tradesman
positive		tradesperson
positive		trading_hub
positive		tradition
positive		traduce
negative		traffic
negative		traffic_accident
positive		traffic_bottleneck
negative		traffic_circle
negative		traffic_circuit
negative		traffic_circulate
negative		traffic_collision
positive		traffic_congestion
positive		traffic_control
positive		traffic_control_device
negative		traffic_dress_circle
negative		traffic_encircle
negative		traffic_environ
positive		traffic_gridlock
negative		traffic_incident
negative		traffic_infraction
negative		traffic_jam
positive		traffic_light
negative		traffic_pattern
negative		traffic_ring
negative		traffic_roach
negative		traffic_roofy
negative		traffic_rope
negative		traffic_rophy
negative		traffic_rotary
negative		traffic_roundabout
negative		traffic_surround
negative		traffic_traffic_circle
positive		traffic_volume
negative		trafficker
negative		traffics
negative		tragedian
positive		tragedy
negative		tragedy_literature
negative		tragedy_response
positive		tragedy_rhetoric
positive		tragi_comic
negative		tragic
negative		tragic_accident
negative		tragic_assassination
negative		tragic_blackwash
negative		tragic_death
negative		tragic_decease
negative		tragic_demise
positive		tragic_escalation
positive		tragic_farewell
positive		tragic_hero
positive		tragic_irony
positive		tragic_play
positive		tragic_poet
negative		tragic_romance
negative		tragical
negative		tragical_assassination
negative		tragical_death
positive		tragical_farewell
positive		tragically
negative		tragicomic
positive		tragicomic_farewell
negative		tragicomical
positive		tragicomical_farewell
negative		tragopan
positive		trail
negative		trail_azide
negative		trail_on
