"term","sentiment"
"ventilation system","75.9"
"ventilatory failure","-3"
"ventilatory support","-3"
"ventral aspect","-71"
"ventral surface","-69"
"ventricle","94.3"
"ventricular","-67"
"ventricular arrhythmia","-20"
"ventricular contraction","94.3"
"ventricular depolarization","-67"
"ventricular dilation","-72"
"ventricular dysfunction","-71"
"ventricular escape","-67"
"ventricular fibrillation","-77"
"ventricular fibrillation vf","-67"
"ventricular function","-63"
"ventricular repolarization","-67"
"ventricular septal defect","-77"
"ventricular system","-71"
"ventricular tachycardia","-77"
"ventriloquism","62.1"
"ventriloquist","62.1"
"ventriloquist dummy","65.2"
"ventromedial prefrontal cortex","84.3"
"venture","63"
"venture capital","13.7"
"ventured into","80.2"
"venturesome","67.2"
"venturing","-84"
"venturing into","80.2"
"venturous","67.3"
"venturously","88.5"
"venue","9"
"venus aversa","-3"
"venus orbit","92.3"
"venusian","91.9"
"veraciously","84.9"
"veracity","68.9"
"veranda","4.5"
"verandah","-9"
"verb","8.7"
"verbage","-73"
"verbal","4.7"
"verbal adjective","69.3"
"verbal aggression","-78"
"verbal agreement","87.5"
"verbal altercation","-62"
"verbal assault","-80"
"verbal communication","14.1"
"verbal confrontation","-62"
"verbal contract","92.2"
"verbal description","67.8"
"verbal dexterity","87.2"
"verbal expression","87.2"
"verbal fluency","4.7"
"verbal harassment","-78"
"verbal inspiration","-69"
"verbal iq","86.6"
"verbal noun","76.6"
"verbal tic","-93"
"verbal tirade","-80"
"verbalisation","4.7"
"verbalization","-73"
"verbalize","87.9"
"verbally","4.7"
"verbally abuse","-22"
"verbally abusive","-69"
"verbally aggressive","-78"
"verbiage","-73"
"verbose","-73"
"verboseness","-66"
"verbosity","6.4"
"verdancy","72.9"
"verdant","-79"
"verde island","10.9"
"verdict","85.8"
"verdure","72.9"
"verenestra","-30"
"verging on","-80"
"veridical","-84"
"veridicality","73.6"
"verie","-67"
"veriest","-79"
"verifiable","84.5"
"verifiable evidence","84.4"
"verifiableness","84.2"
"verification","67.7"
"verified","83.9"
"verify","79.9"
"verily","9.7"
"verisimilitude","90.7"
"veritable","86.6"
"veritable inferno","92.4"
"veritably","86.6"
"vermicide","77.1"
"vermicompost","-8"
"vermiculation","80.1"
"vermifuge","66.6"
"vermin","-82"
"vermuyden","-65"
"vernaccia","74.2"
"vernacular architecture","83.8"
"vernacular style","83.8"
"vernal equinox","7.5"
"vernal hanging parrot","77.9"
"vernalization","-67"
"vernatt drain","-65"
"vernier acuity","72.1"
"vernier caliper","-3"
"vernier scale","-3"
"verrone","86.3"
"verruca","-63"
"versatile","13.5"
"versatile actor","80"
"versatile tool","-4"
"versatility","-74"
"verse","3.4"
"versification","-73"
"versifier","81.6"
"version","92"
"vert ramp","-14"
"vertebra","65.3"
"vertebrate","6.8"
"vertebrate zoology","9.3"
"verteporfin","73.2"
"vertex","-71"
"vertex figure","73.3"
"vertical","81.8"
"vertical bar","5.4"
"vertical cliff","-80"
"vertical cylinder","2.3"
"vertical dimension","94.3"
"vertical direction","20.3"
"vertical displacement","-86"
"vertical leap","9.2"
"vertical lift","7.8"
"vertical lift bridge","6.9"
"vertical plane","-86"
"vertical scroll bar","74.8"
"vertical seismic","8"
"vertical stripe","82"
"vertical velocity","10.4"
"vertically","3.1"
"verticillium wilt","-85"
"vertigo","-75"
"veruca salt","89.1"
"vervain","-78"
"verve","82"
"very","-78"
"very tired","-80"
"vesicant","-85"
"vesicate","-77"
"vesicatory","-85"
"vesicle","-87"
"veslovsky","-83"
"vespa mandarinia","-72"
"vesper bat","-4"
"vesper lynd","8.4"
"vesper sparrow","-82"
"vespid","-72"
"vespid wasp","-72"
"vespidae","-72"
"vespidae family","-72"
"vespula","-72"
"vessel","13.5"
"vessel mv","-76"
"vessel wall","2.5"
"vest","82.9"
"vestibular dysfunction","-85"
"vestibular function","-78"
"vestibular system","9.6"
"vestibule","12.8"
"vestibulocochlear nerve","-80"
"vestige","-89"
"vestigial","-89"
"vestment","73.2"
"vesture","-73"
"vet","-4"
"vet clinic","-4"
"vet office","-3"
"vet tech","-4"
"vetcentric","-4"
"veteran","83.4"
"veteran actor","80"
"veteran diplomat","11.1"
"veteran journalist","77.2"
"veteran memorial","9.9"
"veteran memorial bridge","6.9"
"veteran memorial coliseum","78.5"
"veteran politician","86.1"
"veterinarian","-4"
"veterinarian office","74.9"
"veterinary","-4"
"veterinary acupuncture","-5"
"veterinary anatomy","9.3"
"veterinary care","-87"
"veterinary clinic","-4"
"veterinary hospital","-4"
"veterinary nurse","-4"
"veterinary pathology","-79"
"veterinary practice","-4"
"veterinary profession","7.7"
"veterinary science","9.3"
"veterinary surgeon","71"
"veterinary surgery","-4"
"veterinary technician","-4"
"veto","-68"
"veto legislation","35.7"
"veto override","-68"
"veto pen","35.7"
"veto power over","90.9"
"vex","-83"
"vexation","-34"
"vexatious","-34"
"vexatious litigant","5.7"
"vexed","-34"
"vexing","-32"
"vexing problem","-75"
"vfr flight","-8"
"vga camera","7.2"
"vhs copy","-17"
"vhs format","-17"
"vhs release","7"
"vhs tape","-17"
"vhs video","7"
"vhs video tape","-17"
"vhs videocassette","-17"
"vhs videotape","-17"
"vi inertiae","64"
"vi viva","-67"
"via","7.4"
"via anonymous ftp","79.7"
"via bluetooth","7.2"
"via caesarean section","-73"
"via cesarean section","-73"
"via direct deposit","12.2"
"via disqualification","-70"
"via email","95.9"
"via emilia","78.3"
"via ferrata","-80"
"via flaminia","78.3"
"via gopher","79.7"
"via knockout","90.2"
"via ko","90.2"
"via latina","-85"
"via smtp","-79"
"via spiga","-2"
"via ssl","-79"
"via submission armbar","90.2"
"via submission guillotine","-6"
"via tcp ip","6.9"
"via technical knockout","90.2"
"via telnet","79.7"
"via tko","96.7"
"via webcam","-65"
"viability","85.4"
"viable","81.8"
"viable alternative","12.9"
"viable option","-78"
"viaduct","6.9"
"viaggio","8.6"
"viagra","90.5"
"vial","4.6"
"vibe","63.6"
"vibrancy","86.7"
"vibrant","3.7"
"vibrant democracy","62.4"
"vibrant downtown","3.7"
"vibrant economy","83.7"
"vibrant intellectual","3.7"
"vibrant nightlife","3.7"
"vibrant private sector","83.7"
"vibrantly","3.7"
"vibraphonist","90.1"
"vibrate","74.5"
"vibrate mode","-82"
"vibrating tuning fork","-63"
"vibration","11.4"
"vibration frequency","11.4"
"vibration isolation","11.4"
"vibration measurement","11.4"
"vibrational","84.3"
"vibrational energy","84.3"
"vibrato","88.1"
"vibrator","74"
"vibratory sensation","-78"
"vibrio cholera","-82"
"vibrissa","-33"
"vibroblade","-67"
"vibronic","84.3"
"viburnum","90.1"
"viburnum edule","75.7"
"vicar","10.9"
"vicar general","17.8"
"vicariance","-75"
"vicariate","83.7"
"vicarious","-64"
"vicarious atonement","-68"
"vicarious experience","-64"
"vicarious leisure","79.8"
"vicarious liability","-72"
"vicarious sacrifice","-68"
"vicarious trauma","-84"
"vicarious traumatization","-84"
"vicariously","-64"
"vice","-79"
"vice-chancellor","89.3"
"vice-president","89.4"
"vice addiction","-85"
"vice admiral","82.4"
"vice admiral sir","82.4"
"vice chair","-90"
"vice chairman","-5"
"vice chairperson","-5"
"vice champion","83.4"
"vice chancellor","78.8"
"vice chief","64"
"vice flag officer","82.1"
"vice president","4.5"
"vice president biden","82.1"
"vice president cheney","82.1"
"vice president dick cheney","82.1"
"vice president president elect","-90"
"vice presidential vacancy","-81"
"vice rector","17.8"
"vice versa","-77"
"viceroyal sign manual","-74"
"vichyssoise","-66"
"vicia cracca","77.9"
"vicia faba","-2"
"vicinity","15.6"
"vicious","-12"
"vicious circle","75.5"
"vicious civil war","-77"
"vicious gang","86.3"
"vicious killer","-23"
"viciously","-82"
"vicissitude","-66"
"vickers machine gun","-92"
"vickers vildebeest","-78"
"vicodin","11.2"
"vicomte","-87"
"vicryl","-85"
"victim","-89"
"victim crime","-78"
"victimise","-74"
"victimization","-80"
"victimize","-74"
"victimless crime","-74"
"victorian architecture","-62"
"victorian era","91.9"
"victorian fiction","14.8"
"victorianism","-73"
"victorie","-57"
"victorinox","8.9"
"victorious","85.1"
"victoriously","28.3"
"victory","79"
"victory defeat","-8"
"victualler","-88"
"vicua","-75"
"vicugna","-75"
"vicuna","-75"
"vidal sassoon","85.5"
"video","16.3"
"video camcorder","-2"
"video camera","82.5"
"video cassette","-17"
"video cassette recorder","-17"
"video chat","-65"
"video clip","8.2"
"video footage","-17"
"video game","2.9"
"video game adaptation","3.2"
"video interlude","84.4"
"video magnifier","4.2"
"video montage","8.2"
"video projection","6"
"video projector","6"
"video recorder","6.9"
"video replay","3.6"
"video scoreboard","92.9"
"video tape","-17"
"videocamera","-2"
"videocassette","-17"
"videodisc","-17"
"videotape","91.8"
"videotaped interview","73.3"
"videotex","-4"
"vidhan sabha","3.8"
"vie","-87"
"view","85.3"
"view art","2.9"
"view film","86"
"view film home","83"
"view movie","80.4"
"view nature","93.1"
"view video","97.1"
"viewable","66.5"
"viewed skeptically","-99"
"viewer","4.3"
"viewfinder","5"
"viewfinder image","5"
"viewing angle","4.2"
"viewless","-75"
"viewliner","-63"
"viewpoint","10.1"
"viewport","5.7"
"vigenre cipher","-66"
"vigil","-61"
"vigilance","100"
"vigilant","92.7"
"vigilant eye","100"
"vigilant oversight","100"
"vigilant resolve","-6"
"vigilantly","100"
"vigna unguiculata","-2"
"vigor","-64"
"vigorous","80"
"vigorous activity","20.2"
"vigorous campaign","-81"
"vigorous competition","76.5"
"vigorous defender","64"
"vigorous exercise","96.8"
"vigorously","78.7"
"vigorously enforce","-89"
"viking armoured vehicle","-72"
"viking helmet","82"
"viking lander","10.4"
"viking stove","6.8"
"vile","-33"
"vilely","-93"
"vileness","-69"
"vilest","-85"
"vilgax","82.9"
"vilification","-60"
"vilifier","-85"
"vilify","-85"
"vilipend","-70"
"villa","78.8"
"village","9.6"
"village fete","-85"
"village green","-85"
"village idiot","-91"
"villager","75"
"villain","-18"
"villainous","-80"
"villainy","-85"
"villany","-30"
"villechauve","-71"
"villein","-11"
"villian","-78"
"villous atrophy","-87"
"vin mariani","90.5"
"vince","11.1"
"vince colosimo","-78"
"vincenzo pinto afp getty","-79"
"vinchuca","-75"
"vincible","74.1"
"vindicate","83.4"
"vindicated","78.5"
"vindication","-73"
"vindicatory","63.6"
"vindiciae","-86"
"vindictive","-30"
"vindictively","-30"
"vindictiveness","-30"
"vine","-6"
"vine fruit","2.4"
"vine maple","-68"
"vine snake","-63"
"vinegar","-82"
"vinegariness","-82"
"vinegarishness","-82"
"vinification","62"
"vinnie","11.1"
"vinoba bhave","-74"
"vintage","74.7"
"vintage champagne","16.4"
"vintage clothing","7"
"vintage fender","-72"
"vintage furniture","-73"
"vintage jewelry","-73"
"vintage wine","16.4"
"vintager","74.2"
"vintner","85.8"
"vinyasa","93"
"vinyasa yoga","93"
"vinyl","73.4"
"vinyl album","73.4"
"vinyl disc","73.4"
"vinyl ep","73.4"
"vinyl lp","73.4"
"vinyl record","73.4"
"vinyl release","73.4"
"vinyl version","73.4"
"viol","2.7"
"violance","-77"
"violate","-73"
"violated wp","67.8"
"violation","-75"
"violator","-93"
"violence","-92"
"violent","-75"
"violent action","-79"
"violent agitation","-79"
"violent altercation","-62"
"violent backlash","-82"
"violent behavior","-78"
"violent brawl","-62"
"violent clash","-13"
"violent collision","-8"
"violent confrontation","-13"
"violent crackdown","-82"
"violent crime","-16"
"violent crime rate","-16"
"violent death","-67"
"violent felony","-78"
"violent gang","86.3"
"violent juvenile crime","-16"
"violent outburst","-80"
"violent overthrow","-72"
"violent person","-77"
"violent rage","-100"
"violent reaction","-80"
"violent retaliation","-74"
"violent retribution","-74"
"violent sport","9.7"
"violent storm","0.4"
"violent streak","-76"
"violent temper","-32"
"violent thunderstorm","-26"
"violent victimization","-16"
"violently","-85"
"violently ill","-87"
"violet","-8"
"violin","35.3"
"violin bow","11.2"
"violin prodigy","81.9"
"violin teacher","55.7"
"violin virtuoso","81.9"
"violinist","88.8"
"vip","88.7"
"vip reception","96.2"
"vip room","77.5"
"vip terminal","12.3"
"vipassan","11.2"
"vipassana meditation","-6"
"vipassana nana","-86"
"viper","-85"
"viper room","75"
"viraemia","-69"
"viral","15.8"
"viral disease","-61"
"viral hemorrhagic fever","-90"
"viral hepatitis","-84"
"viral inactivation","-78"
"viral infection","-75"
"viral life cycle","8.7"
"viral load","-84"
"viral marketing","15.8"
"viral phenomenon","15.8"
"viral pneumonia","-75"
"viral strain","-92"
"viral video","15.8"
"virally","15.8"
"viread","-84"
"virgin","76.2"
"virgin birth","-69"
"virgin fiber","3.5"
"virgin killer","76.9"
"virgin martyr","11.3"
"virgin pulp","3.5"
"virgin womb","70.6"
"virginal","82"
"virginiana","28.3"
"virginity","78.8"
"virile","92.3"
"virilio","66.4"
"virility","77.2"
"virility drug","-57"
"virility drug citrate","-57"
"virilization","91.8"
"virilocal","79.3"
"virologic failure","-84"
"virologic response","-84"
"virtua cop","-79"
"virtual blank check","35.7"
"virtual circuit","6.9"
"virtual disappearance","-83"
"virtual environment","8.5"
"virtual house arrest","-77"
"virtual keyboard","93.6"
"virtual lan","71.1"
"virtual machine","6.3"
"virtual monopoly","79.8"
"virtual reality","8.5"
"virtual reality vr","8.5"
"virtuality","-66"
"virtualization","76.8"
"virtually","77.6"
"virtually empty","-2"
"virtually every","93.5"
"virtually everywhere","7.3"
"virtually identical","16.5"
"virtually immortal","81.6"
"virtually impossible","-85"
"virtually inaccessible","-90"
"virtually indestructible","90.1"
"virtually unrecognizable","-76"
"virtue","16.8"
"virtuosic","68.9"
"virtuosity","75.6"
"virtuoso","81"
"virtuoso pianist","81.9"
"virtuoso technique","68.9"
"virtuous","82.5"
"virtuous disposition","65.5"
"virtuous prince","74.3"
"virtuous woman","75.1"
"virtuously","-63"
"virulence","-66"
"virulent","-90"
"virulent anti semitism","-79"
"virulent disease","-17"
"virulent strain","-92"
"virulently anti semitic","-5"
"virus","-92"
"virus infect","-84"
"virus infection","-92"
"virus replicate","-84"
"virus strain","-92"
"virus vaccine","-10"
"visa","7.3"
"visa card","4.8"
"visa credit card","3.9"
"visa debit","3.9"
"visa debit card","3.9"
"visa mastercard","3.9"
"visage","-77"
"visarga","-67"
"viscacha","-7"
"visceral","84.5"
"visceral layer","-73"
"visceral pericardium","-7"
"visceral reaction","-33"
"viscid","-96"
"visco elastic","87.5"
"viscoelastic","87.5"
"viscoelastic behavior","87.5"
"viscoelastic material","87.5"
"viscoelasticity","87.5"
"viscom","-3"
"viscose rayon","3.5"
"viscosity","10.4"
"viscount","8.3"
"viscount hereford","8.3"
"viscount leverhulme","-72"
"viscount lisle","8.3"
"viscountcy","8.3"
"viscous","-87"
"viscous drag","-11"
"viscous flow","-80"
"viscous fluid","34.5"
"viscous lidocaine","-67"
"viscous liquid","-80"
"viscous magma","-92"
"viscous substance","-96"
"vise","4.7"
"visha","-80"
"vishay intertechnology","8.9"
"visibility","71.9"
"visible","87.1"
"visible light","-72"
"visible light spectrum","2.8"
"visible mold","71.8"
"visible radiation","-72"
"visible spectrum","2.8"
"visibleness","72.1"
"visibly emotional","-22"
"visibly upset","-22"
"vision","4.7"
"vision defect","-89"
"vision impairment","-8"
"vision loss","-85"
"visionary","88.8"
"visionary leader","8.2"
"visionary leadership","4.7"
"visit","3.2"
"visit barber","12.5"
"visit doctor","-88"
"visit family","4.3"
"visit father","4.3"
"visit friend","85.3"
"visit grandmother","93.5"
"visit grandparent","37.9"
"visit library","4.3"
"visit mother","4.3"
"visit new place","85.8"
"visit office","85.6"
"visit parent","4.3"
"visit place","4"
"visit relative","82.7"
"visit web site","8"
"visit zoo","91.1"
"visiting assistant professor","97"
"visiting associate professor","97"
"visiting faculty member","7.6"
"visiting lecturer","97"
"visiting professor","97"
"visiting professor at","97"
"visitor","92.2"
"visitor attraction","8.5"
"visitor center","84"
"visitor centre","84.3"
"visitor parking lot","-9"
"visitor visa","83.9"
"visored","77.5"
"vista","94.9"
"vista equity","76.7"
"visual","5.6"
"visual acuity","-81"
"visual agnosia","-74"
"visual aid","7.3"
"visual anthropology","-3"
"visual art","-3"
"visual art gallery","7"
"visual aura","-77"
"visual basic","92.8"
"visual blight","-72"
"visual communication","-3"
"visual cortex","9.6"
"visual cue","6.8"
"visual culture","-3"
"visual defect","-83"
"visual disorder","-90"
"visual display","72.6"
"visual distortion","72"
"visual distraction","33"
"visual disturbance","-89"
"visual feast","79.3"
"visual feedback","8.5"
"visual illusion","-89"
"visual image","75.5"
"visual impairment","-73"
"visual information","3.1"
"visual intrusion","-72"
"visual literacy","-3"
"visual metaphor","-66"
"visual observation","81.1"
"visual panache","37.1"
"visual perception","68.1"
"visual perceptual","-74"
"visual presentation","72.6"
"visual representation","90.5"
"visual resemblance","-75"
"visual sense","85.6"
"visual similarity","-75"
"visual space","-81"
"visual spatial","74.5"
"visual stimulus","9.6"
"visualisation","75.5"
"visualise","-11"
"visualization","76"
"visualization software","-81"
"visualization technique","-11"
"visualization tool","-81"
"visualize","-11"
"visually","85.5"
"visually impaired person","-75"
"visually represent","76"
"visually rich","35.7"
"visually stunning","77.7"
"visuo spatial","-63"
"visuomotor","73.6"
"visuospatial","-74"
"vita sancti","11.3"
"vital","25.2"
"vital component","64.6"
"vital contribution","25.2"
"vital importance","25.2"
"vital organ","9.2"
"vital role","-78"
"vitalism","-61"
"vitalist","-61"
"vitality","78.7"
"vitalize","66.3"
"vitally","71.6"
"vitally important","25.2"
"vitam","72.9"
"vitamin","84.9"
"vitamin deficiency","-76"
"vitamin intake","75.1"
"vitamix","6"
"vitiate","-98"
"vitiated","-86"
"vitreomacular traction","-87"
"vitreous enamel","-4"
"vitreous hemorrhage","-87"
"vitreous humor","-87"
"vitrine","3.8"
"vitriol","-84"
"vitriolic","-83"
"vitro","85.9"
"vitruvian man","6.7"
"vittatum","-75"
"vitthal ramji shinde","-74"
"vittigera","77.9"
"vituperation","-75"
"vituperative","-75"
"viva purple","12.3"
"viva voce examination","87.3"
"vivace","76.2"
"vivacious","77"
"vivacity","40.4"
"vivent","75"
"vivica","-79"
"vivid","88.3"
"vivid blue","-20"
"vivid imagery","69.5"
"vivid imagination","62.8"
"vivid orange","-94"
"vivid yellow","7.6"
"vividly","83.7"
"vividness","62.8"
"vivification","81.5"
"vivify","85.3"
"vivisect","76.1"
"vivo","88.2"
"vix index","72.6"
"vixen","-79"
"vixenish","-82"
"viz","-80"
